Input_R1,Input_R2,D7_R1,D7_R2,D14_R1,D14_R2
PSMD1_crRNA2482:2926-2952_T5_0.9981_0.790268596186152,681,729,465,716,424,570
PSMD1_crRNA2483:2927-2953_T8_0.997_0.787226570757681,366,455,263,381,215,452
PSMD1_crRNA2490:2934-2960_B15_0.006729_0.459376522854934,950,1166,840,1322,603,1512
PWP2_crRNA0477:618-644_T16_0.9925_0.782705798640916,775,848,478,802,482,567
PWP2_crRNA0478:619-645_T6_0.9963_0.792321180183794,673,913,667,846,723,722
PWP2_crRNA0975:1249-1275_B35_0.01534_0.429540961092904,1026,1304,899,1250,760,838
PWP2_crRNA0980:1254-1280_B19_0.007859_0.4025075306258,1010,1136,692,999,664,817
PWP2_crRNA0983:1257-1283_B23_0.009731_0.412584059741833,911,1263,670,1065,589,928
PWP2_crRNA1084:1382-1408_B33_0.0146_0.42672357357013,702,868,593,838,384,632
PWP2_crRNA1204:1502-1528_T7_0.9959_0.790975213505376,723,1204,648,973,453,816
PWP2_crRNA1206:1504-1530_T19_0.991_0.78037443138767,815,996,645,873,362,698
PWP2_crRNA1233:1531-1557_T5_0.9966_0.79413218686187,712,849,382,490,268,403
PWP2_crRNA1297:1667-1693_B31_0.01385_0.422521952978204,768,891,649,683,418,572
PWP2_crRNA1344:1714-1740_T8_0.9955_0.789966814646982,508,763,437,596,343,520
PWP2_crRNA1388:1782-1808_T2_0.9985_0.805881283012097,829,998,750,895,554,702
PWP2_crRNA1453:1847-1873_T1_0.9989_0.81840826002474,483,636,285,370,160,371
PWP2_crRNA1457:1851-1877_T15_0.9929_0.782815077069984,745,920,532,727,478,447
PWP2_crRNA1462:1856-1882_T3_0.9981_0.80121501343895,703,853,276,412,218,237
PWP2_crRNA1463:1857-1883_T4_0.9978_0.800570196611545,668,1076,619,895,493,788
PWP2_crRNA1487:1881-1907_T9_0.9951_0.789207193449426,691,1123,678,948,912,1090
PWP2_crRNA1503:1897-1923_T18_0.9914_0.78062574466816,624,757,477,719,371,552
PWP2_crRNA1559:1953-1979_B39_0.01796_0.431601809550812,688,835,596,807,430,1312
PWP2_crRNA1750:2182-2208_T17_0.9918_0.781274545299091,543,661,166,214,95,174
PWP2_crRNA1832:2264-2290_B25_0.01085_0.415720855129856,961,1241,665,1209,592,1080
PWP2_crRNA1905:2337-2363_B5_0.001871_0.36647364874347,561,735,411,513,327,458
PWP2_crRNA1908:2340-2366_B3_0.001123_0.361238300091393,663,826,593,925,408,1462
PWP2_crRNA1950:2405-2431_B37_0.01609_0.43051636361496,678,917,610,823,526,714
PWP2_crRNA1951:2406-2432_B15_0.005988_0.398077918112987,826,1043,679,862,601,674
PWP2_crRNA1953:2408-2434_B13_0.00524_0.392332466557383,777,1190,635,1032,1460,951
PWP2_crRNA1957:2412-2438_B9_0.003368_0.380412483333898,698,852,695,739,762,642
PWP2_crRNA1962:2417-2443_B1_0_0.266398441932211,731,1106,538,903,446,1028
PWP2_crRNA1963:2418-2444_B7_0.00262_0.373128078787374,596,614,442,551,281,560
PWP2_crRNA1973:2428-2454_B11_0.004117_0.38305946346233,665,869,461,567,432,428
PWP2_crRNA2007:2462-2488_T13_0.9936_0.78661261856939,728,1018,687,921,515,745
PWP2_crRNA2008:2463-2489_T14_0.9933_0.78661261856939,864,1161,806,1110,646,1567
PWP2_crRNA2192:2672-2698_B29_0.01272_0.420031004818932,673,835,596,854,471,2206
PWP2_crRNA2196:2676-2702_B27_0.0116_0.418093446729272,589,848,559,707,426,703
PWP2_crRNA2198:2678-2704_B17_0.007111_0.400738166296202,691,836,511,652,391,749
PWP2_crRNA2200:2680-2706_B21_0.008982_0.402954513538532,817,1191,743,1128,535,1121
PWP2_crRNA2314:2794-2820_T20_0.9906_0.77888804170661,585,791,424,621,282,476
PWP2_crRNA2318:2798-2824_T11_0.9944_0.787088891267265,629,752,526,705,506,558
PWP2_crRNA2319:2799-2825_T12_0.994_0.787088891267265,635,822,483,670,409,589
PWP2_crRNA2320:2800-2826_T10_0.9948_0.788708372059031,662,866,499,754,324,626
QSOX2_crRNA0079:90-116_B49_0.01909_0.39363349434553,829,1428,805,1117,898,1475
QSOX2_crRNA0195:253-279_B4_0.001175_0.287081438465745,1200,1632,1094,1477,1610,1395
QSOX2_crRNA0201:259-285_B7_0.002349_0.315550809050645,819,1222,823,967,666,989
QSOX2_crRNA0251:309-335_B1_0_0.259179038812998,973,1204,739,975,714,1006
QSOX2_crRNA0254:312-338_B37_0.0138_0.380061053450433,954,980,796,969,1204,874
QSOX2_crRNA0264:322-348_B22_0.007636_0.360292387118576,896,1271,844,1067,507,912
QSOX2_crRNA0265:323-349_B43_0.01557_0.384747455494457,964,1263,759,1108,531,895
QSOX2_crRNA0269:327-353_B46_0.01703_0.387110462561396,893,1165,860,1050,521,863
QSOX2_crRNA0277:335-361_T3_0.9968_0.787953347646098,952,1254,704,1049,556,1704
QSOX2_crRNA0342:400-426_T1_0.9994_0.797711791671032,497,664,435,694,297,717
QSOX2_crRNA0343:401-427_T2_0.9991_0.797711791671032,602,775,487,668,359,616
QSOX2_crRNA0344:402-428_T9_0.9944_0.78140046308643,668,904,632,762,422,737
QSOX2_crRNA0472:601-627_B16_0.00558_0.343920610756611,240,569,314,513,642,441
QSOX2_crRNA0573:702-728_T19_0.9903_0.775857627854046,630,692,597,669,824,465
QSOX2_crRNA0817:994-1020_T18_0.9909_0.776973177142109,616,791,561,736,450,602
QSOX2_crRNA0818:995-1021_T5_0.9959_0.786715671401467,699,853,552,760,718,775
QSOX2_crRNA0880:1057-1083_B34_0.01175_0.374551526109927,770,948,560,830,409,772
QSOX2_crRNA0997:1174-1200_B52_0.01997_0.393992005776303,705,940,579,759,354,1083
QSOX2_crRNA1268:1468-1494_T11_0.9932_0.77987093526472,726,786,572,881,571,1067
QSOX2_crRNA1368:1568-1594_B58_0.02291_0.400738166296202,929,1378,808,1131,614,1361
QSOX2_crRNA1389:1589-1615_T7_0.9953_0.783693043892265,530,773,438,661,388,590
QSOX2_crRNA1433:1633-1659_B28_0.009398_0.366579944784864,753,1106,628,958,465,781
QSOX2_crRNA1451:1651-1677_T8_0.9947_0.781425957996901,211,481,181,362,108,206
QSOX2_crRNA1453:1653-1679_T6_0.9956_0.785496332605598,515,849,507,658,412,642
QSOX2_crRNA1455:1655-1681_T4_0.9962_0.787888223437164,368,653,347,497,254,447
QSOX2_crRNA1465:1665-1691_T17_0.9912_0.776980431680771,443,750,427,689,323,437
QSOX2_crRNA1466:1666-1692_T20_0.99_0.77558107777353,541,733,567,872,1402,972
QSOX2_crRNA1595:1841-1867_B55_0.02173_0.397892661130245,702,966,561,788,388,643
QSOX2_crRNA1596:1842-1868_B13_0.004112_0.335924329222028,738,1072,630,943,328,768
QSOX2_crRNA1597:1843-1869_B31_0.01028_0.370074387944682,701,878,661,844,465,632
QSOX2_crRNA1598:1844-1870_B19_0.006461_0.355181589203417,796,964,582,889,388,649
QSOX2_crRNA1605:1851-1877_B25_0.008517_0.36063410758965,710,857,577,776,641,556
QSOX2_crRNA1608:1854-1880_B40_0.01468_0.382554357338879,678,1061,629,833,431,711
QSOX2_crRNA1610:1856-1882_B10_0.003231_0.323949150270992,797,1103,665,947,396,919
QSOX2_crRNA1838:2084-2110_T10_0.9935_0.78037443138767,715,1046,665,819,977,605
QSOX2_crRNA1839:2085-2111_T12_0.993_0.77975987594897,781,1033,602,821,504,716
QSOX2_crRNA1840:2086-2112_T13_0.9924_0.779435969342632,589,687,528,656,394,618
QSOX2_crRNA1841:2087-2113_T14_0.9921_0.779435969342632,653,797,518,750,338,717
QSOX2_crRNA1843:2089-2115_T15_0.9918_0.778332199296157,709,932,772,899,1354,838
QSOX2_crRNA1845:2091-2117_T16_0.9915_0.778332199296157,502,718,346,559,289,689
RAD54L2_crRNA0129:129-155_T13_0.9967_0.794380257441201,733,983,723,873,523,900
RAD54L2_crRNA0251:251-277_B28_0.00626_0.389501158705197,408,727,430,659,251,634
RAD54L2_crRNA0260:260-286_B43_0.009015_0.408175376472906,463,728,403,650,325,718
RAD54L2_crRNA0292:292-318_T14_0.996_0.792143738446537,626,820,463,737,327,560
RAD54L2_crRNA0509:532-558_T6_0.9986_0.802577097411142,643,979,563,919,441,818
RAD54L2_crRNA0510:533-559_T7_0.9985_0.802577097411142,634,837,644,807,852,585
RAD54L2_crRNA0511:534-560_T19_0.9951_0.78876065593191,609,915,628,771,773,632
RAD54L2_crRNA0513:536-562_T20_0.995_0.78876065593191,518,704,477,703,499,569
RAD54L2_crRNA0514:537-563_T1_0.9997_0.816961030856357,647,926,651,1051,468,2368
RAD54L2_crRNA0545:568-594_B58_0.01315_0.42504395734626,557,642,427,653,439,646
RAD54L2_crRNA0677:724-750_T3_0.9991_0.809953115528752,532,743,409,619,290,536
RAD54L2_crRNA0678:725-751_T4_0.999_0.809949391143374,572,738,518,703,330,562
RAD54L2_crRNA0901:948-974_T18_0.9952_0.788831600787357,585,706,504,630,468,437
RAD54L2_crRNA0933:980-1006_T15_0.9957_0.789793492203451,432,674,398,540,297,430
RAD54L2_crRNA0934:981-1007_T11_0.9972_0.796028191424471,499,703,377,531,354,469
RAD54L2_crRNA1042:1089-1115_B31_0.006636_0.391783596025012,398,488,362,494,685,624
RAD54L2_crRNA1124:1171-1197_B7_0.001127_0.344083658590558,647,911,505,924,505,1538
RAD54L2_crRNA1134:1181-1207_B55_0.01277_0.42397110024653,528,764,495,660,364,680
RAD54L2_crRNA1446:1493-1519_T10_0.9974_0.796418158669869,387,575,306,440,232,464
RAD54L2_crRNA1576:1646-1672_B46_0.01052_0.415127022363491,676,839,456,774,325,693
RAD54L2_crRNA1943:2036-2062_T17_0.9955_0.789166671845718,667,1029,612,759,370,799
RAD54L2_crRNA1961:2054-2080_T5_0.9987_0.802789764452702,559,793,546,563,351,451
RAD54L2_crRNA1992:2085-2111_B16_0.003881_0.365795156429826,668,916,632,742,534,753
RAD54L2_crRNA2290:2407-2433_B52_0.01214_0.422575945163646,570,866,556,719,373,1259
RAD54L2_crRNA2783:2923-2949_B34_0.007262_0.39414635635846,425,655,336,556,250,460
RAD54L2_crRNA2887:3051-3077_B37_0.007763_0.398042753600679,266,454,240,387,146,326
RAD54L2_crRNA2894:3058-3084_B13_0.00288_0.357593262008586,537,822,483,675,599,484
RAD54L2_crRNA2895:3059-3085_B10_0.001502_0.345735218747605,435,572,377,565,318,634
RAD54L2_crRNA2898:3062-3088_B22_0.005384_0.385181245778981,355,520,321,410,209,348
RAD54L2_crRNA2931:3095-3121_B1_0.0002504_0.323584458419102,653,886,540,723,357,850
RAD54L2_crRNA2932:3096-3122_B4_0.0007512_0.342780426291764,636,900,571,765,439,543
RAD54L2_crRNA2948:3112-3138_B25_0.005885_0.387927612604554,578,716,535,652,432,629
RAD54L2_crRNA2950:3114-3140_B40_0.008263_0.402210074532845,633,1147,749,877,811,731
RAD54L2_crRNA3043:3230-3256_T2_0.9994_0.811173404320703,739,930,484,689,295,788
RAD54L2_crRNA3127:3314-3340_T12_0.9969_0.795198926163789,908,1015,638,881,463,1432
RAD54L2_crRNA3236:3423-3449_T8_0.9982_0.800075989335799,476,592,367,699,276,599
RAD54L2_crRNA3237:3424-3450_T9_0.9981_0.800075989335799,513,667,567,595,375,611
RAD54L2_crRNA3408:3618-3644_B19_0.004883_0.375067607503848,812,1100,682,829,486,814
RAD54L2_crRNA3573:3830-3856_T16_0.9956_0.78970485448046,739,1047,668,875,365,836
RAD54L2_crRNA3637:3894-3920_B49_0.01139_0.421096971757163,776,983,719,838,1311,862
RBM22_crRNA0105:105-131_B29_0.0651_0.530910493672701,689,984,535,884,331,697
RBM22_crRNA0151:151-177_T8_0.9837_0.756979969975707,623,798,524,632,412,602
RBM22_crRNA0152:152-178_T9_0.9832_0.756979969975707,608,783,453,638,352,506
RBM22_crRNA0154:154-180_T7_0.9854_0.758921597590243,672,929,523,851,564,498
RBM22_crRNA0156:156-182_T13_0.9747_0.749221354295872,665,831,527,708,671,598
RBM22_crRNA0157:157-183_T4_0.9916_0.767850207404892,698,813,520,760,509,1384
RBM22_crRNA0161:161-187_T20_0.9478_0.735389770719794,534,862,585,627,433,613
RBM22_crRNA0399:399-425_T15_0.9607_0.739570654255915,525,774,434,698,346,623
RBM22_crRNA0400:400-426_T10_0.9804_0.752676288447174,632,875,455,839,341,819
RBM22_crRNA0611:635-661_T16_0.9534_0.737479467822966,863,968,624,1014,542,952
RBM22_crRNA0613:637-663_T17_0.9529_0.737479467822966,833,1038,677,1032,540,840
RBM22_crRNA0774:821-847_T11_0.9781_0.750326817733293,510,621,479,664,658,609
RBM22_crRNA0775:822-848_T12_0.9776_0.750326817733293,621,651,481,621,528,685
RBM22_crRNA0776:823-849_T14_0.9703_0.746413884626199,482,685,412,677,318,1045
RBM22_crRNA0832:879-905_T19_0.9495_0.735962887836537,508,834,486,684,642,518
RBM22_crRNA0878:925-951_B27_0.05892_0.523300972384584,617,829,450,588,331,515
RBM22_crRNA0957:1004-1030_T6_0.9882_0.761155367166827,420,569,248,434,162,276
RBM22_crRNA0958:1005-1031_T1_0.9983_0.789793492203451,515,814,279,442,116,225
RBM22_crRNA0959:1006-1032_T3_0.9944_0.776973177142109,470,643,414,526,293,350
RBM22_crRNA0960:1007-1033_T2_0.9966_0.77994418190023,536,568,440,489,328,377
RBM22_crRNA0961:1008-1034_T5_0.991_0.764875917365907,596,878,439,741,332,432
RBM22_crRNA0966:1013-1039_B23_0.05107_0.512310071953434,539,660,450,710,425,2213
RBM22_crRNA1015:1085-1111_T18_0.9501_0.735965053385635,498,762,405,719,492,723
RBM22_crRNA1022:1092-1118_B13_0.0202_0.45208785425971,411,567,343,462,222,373
RBM22_crRNA1030:1100-1126_B19_0.03591_0.493867387353957,648,858,581,1103,423,627
RBM22_crRNA1032:1102-1128_B31_0.0679_0.53328892041742,679,969,600,897,395,829
RBM22_crRNA1041:1111-1137_B9_0.01515_0.443252846809634,688,877,556,788,404,620
RBM22_crRNA1042:1112-1138_B3_0.005612_0.387186461679994,616,894,467,743,313,789
RBM22_crRNA1043:1113-1139_B1_0.001122_0.355627987399511,603,845,527,724,299,716
RBM22_crRNA1052:1122-1148_B5_0.007295_0.409736519471056,720,1000,666,816,609,712
RBM22_crRNA1055:1125-1151_B7_0.008418_0.417859346234567,399,559,368,484,259,446
RBM22_crRNA1057:1127-1153_B11_0.01627_0.445769076543155,414,579,439,649,215,471
RBM22_crRNA1063:1133-1159_B35_0.08642_0.551343780340607,507,737,443,692,367,481
RBM22_crRNA1072:1142-1168_B39_0.09035_0.555144135077144,547,683,549,733,528,561
RBM22_crRNA1109:1257-1283_B15_0.02132_0.454196347028405,448,770,442,665,353,484
RBM22_crRNA1110:1258-1284_B21_0.04433_0.503983685225345,380,697,338,656,251,562
RBM22_crRNA1119:1267-1293_B17_0.0275_0.471147260985907,732,836,541,650,548,548
RBM22_crRNA1134:1305-1331_B25_0.05499_0.518766789423659,563,780,528,585,403,439
RBM22_crRNA1144:1315-1341_B33_0.07912_0.54252997495085,593,906,576,765,397,952
RBM22_crRNA1146:1317-1343_B37_0.08754_0.552190802007721,555,787,475,637,466,473
rc_000001,520,600,431,578,268,1060
rc_000002,527,717,472,617,345,1169
rc_000003,266,366,176,303,286,281
rc_000004,408,695,351,583,233,457
rc_000005,409,576,359,461,249,290
rc_000006,488,674,439,645,273,405
rc_000007,750,843,622,762,785,683
rc_000008,440,672,394,572,308,471
rc_000009,774,693,581,757,554,659
rc_000010,575,819,508,685,414,619
rc_000011,872,1178,689,890,601,898
rc_000012,609,796,550,835,485,643
rc_000013,545,523,512,501,490,465
rc_000014,527,651,472,634,327,426
rc_000016,578,793,518,674,336,462
rc_000017,392,567,320,415,245,490
rc_000018,645,840,570,767,448,1197
rc_000019,528,655,469,841,323,828
rc_000020,669,786,599,746,704,881
rc_000021,620,849,592,746,362,1260
rc_000022,474,707,514,564,291,369
rc_000023,358,612,373,504,380,396
rc_000025,500,642,349,667,270,640
rc_000026,355,578,386,482,449,399
rc_000027,767,783,656,863,399,683
rc_000028,670,899,702,982,2357,2198
rc_000029,786,821,504,750,415,975
rc_000030,688,978,579,831,506,1674
rc_000031,622,867,627,905,773,636
rc_000032,570,580,491,564,265,574
rc_000033,436,645,338,484,189,321
rc_000034,536,615,396,620,404,606
rc_000035,353,393,272,390,230,256
rc_000036,688,930,549,769,453,649
rc_000037,228,456,267,373,174,288
rc_000038,652,880,541,748,458,646
rc_000039,504,636,441,526,273,534
rc_000040,391,647,364,579,233,498
rc_000041,540,902,505,689,351,727
rc_000042,377,570,375,441,389,483
rc_000043,213,341,211,318,142,273
rc_000044,503,615,330,593,339,1274
rc_000045,462,770,463,730,324,825
rc_000047,353,371,368,441,290,374
rc_000048,322,497,312,469,518,437
rc_000049,385,500,295,445,146,470
rc_000051,492,685,495,524,1125,925
rc_000052,575,773,547,617,499,507
rc_000053,567,592,401,578,312,378
rc_000054,398,561,389,596,302,497
rc_000055,537,776,524,730,379,534
rc_000056,430,450,320,404,242,333
rc_000057,405,593,349,476,301,682
rc_000058,142,287,190,251,227,210
rc_000060,493,770,453,599,360,564
rc_000062,632,801,502,650,330,694
rc_000063,492,623,402,653,713,893
rc_000064,618,783,452,589,919,749
rc_000065,653,786,733,910,723,880
rc_000066,536,809,469,746,335,600
rc_000067,864,1068,543,796,332,885
rc_000068,230,459,262,408,177,286
rc_000069,645,848,489,776,429,1030
rc_000070,589,916,431,767,345,649
rc_000071,463,787,486,638,359,387
rc_000072,412,508,288,439,229,408
rc_000073,492,584,379,586,253,899
rc_000074,418,707,455,473,279,479
rc_000075,604,816,472,659,409,792
rc_000076,512,735,404,642,412,448
rc_000079,292,406,276,363,157,322
rc_000080,690,987,647,866,483,534
rc_000081,644,975,509,858,444,633
rc_000082,566,736,471,618,406,445
rc_000083,489,698,537,724,533,684
rc_000084,647,838,551,810,422,742
rc_000085,390,643,350,499,309,507
rc_000086,446,587,381,551,232,1354
rc_000088,587,800,464,643,336,478
rc_000089,443,600,453,639,390,328
rc_000090,669,960,563,745,397,706
rc_000091,768,1126,750,1148,681,1224
rc_000093,526,759,496,508,532,432
rc_000094,436,689,391,557,285,649
rc_000095,295,477,197,420,173,334
rc_000096,450,639,378,462,254,442
rc_000098,814,1118,668,938,570,659
rc_000099,439,726,438,618,353,578
rc_000100,767,982,520,902,378,718
rc_000101,481,703,378,664,287,459
rc_000102,452,796,454,636,275,667
rc_000103,364,502,263,537,217,1415
rc_000104,566,701,608,778,412,529
rc_000105,526,734,461,621,319,430
rc_000106,444,705,405,633,311,732
rc_000107,339,431,325,422,231,955
rc_000108,488,612,472,543,348,451
rc_000109,860,1227,779,1098,582,1231
rc_000111,700,1023,694,918,455,782
rc_000112,480,808,387,627,297,694
rc_000113,409,483,263,456,247,377
rc_000114,339,485,336,483,189,373
rc_000115,654,1005,614,841,555,1472
rc_000116,547,732,470,683,358,570
rc_000117,563,865,506,729,1156,887
rc_000119,377,736,268,485,209,335
rc_000120,609,805,461,735,401,903
rc_000121,611,826,461,713,511,724
rc_000123,644,693,511,714,344,630
rc_000124,726,1085,563,788,650,768
rc_000126,635,886,623,615,406,665
rc_000127,419,550,361,557,209,953
rc_000128,613,846,457,639,348,540
rc_000130,260,356,256,243,121,208
rc_000131,656,870,450,705,298,778
rc_000132,408,717,402,607,301,1858
rc_000133,618,751,459,602,339,495
rc_000134,575,795,445,738,503,1226
rc_000135,468,722,385,579,338,521
rc_000136,502,814,468,691,397,651
rc_000137,360,426,285,433,211,295
rc_000138,595,767,391,574,389,418
rc_000140,427,641,417,531,328,578
rc_000141,482,682,452,602,424,779
rc_000142,508,670,474,684,570,694
rc_000143,546,695,441,681,477,885
rc_000144,538,745,506,751,318,706
rc_000145,457,651,535,614,750,1213
rc_000146,398,540,394,558,322,419
rc_000147,685,880,637,762,1166,587
rc_000148,554,759,506,597,348,440
rc_000149,333,518,338,455,403,457
rc_000150,379,625,394,534,440,433
rc_000152,482,607,478,622,357,1038
rc_000153,345,576,391,535,328,585
rc_000154,608,814,633,680,1281,726
rc_000155,443,796,380,599,267,481
rc_000156,517,627,444,629,304,853
rc_000158,373,536,426,427,472,309
rc_000160,820,981,560,959,671,804
rc_000161,461,634,391,444,224,461
rc_000162,561,862,572,650,394,649
rc_000163,425,602,392,616,217,490
rc_000164,548,927,490,745,514,877
rc_000165,816,1053,631,923,426,1425
rc_000166,456,576,346,547,184,495
rc_000167,530,772,480,719,292,481
rc_000168,559,839,472,677,445,490
rc_000169,217,437,226,306,136,182
rc_000170,347,655,306,508,189,575
rc_000171,367,515,296,530,198,666
rc_000172,601,903,544,829,458,1179
rc_000173,588,743,506,714,477,581
rc_000174,566,947,491,776,376,681
rc_000175,228,416,330,428,258,366
rc_000176,335,570,307,439,274,528
rc_000177,448,650,416,552,326,531
rc_000178,670,786,564,752,401,705
rc_000179,315,590,311,501,163,430
rc_000180,434,661,415,621,312,733
rc_000181,593,736,545,803,365,592
rc_000182,625,842,487,653,402,547
rc_000183,481,715,442,748,362,571
rc_000184,260,429,290,334,204,357
rc_000185,447,642,459,698,342,927
rc_000186,774,1084,590,835,451,643
rc_000187,565,643,477,569,530,556
rc_000188,582,869,479,646,293,528
rc_000189,587,915,455,683,325,567
rc_000190,433,675,446,599,438,581
rc_000191,642,816,592,789,486,948
rc_000192,884,1203,770,1175,540,1089
rc_000193,719,861,568,934,550,828
rc_000194,527,687,445,724,281,1207
rc_000195,724,873,573,831,332,829
rc_000196,562,767,426,609,658,1247
rc_000198,618,796,547,772,341,650
rc_000199,666,1017,604,822,598,665
rc_000201,1062,1568,923,1454,837,1189
rc_000202,661,790,572,692,433,777
rc_000203,274,524,238,408,205,386
rc_000204,803,1032,617,920,364,1037
rc_000205,393,568,352,563,201,419
rc_000206,319,515,339,375,220,264
rc_000207,351,526,411,456,230,443
rc_000208,388,677,330,455,255,335
rc_000209,717,854,517,725,504,662
rc_000210,629,944,582,613,449,575
rc_000211,604,685,353,628,247,615
rc_000212,188,484,245,307,222,343
rc_000215,424,478,242,352,192,308
rc_000216,352,466,238,451,202,350
rc_000217,576,859,521,815,316,1698
rc_000218,508,696,459,579,334,493
rc_000219,399,489,330,546,290,535
rc_000220,361,574,318,409,223,357
rc_000221,548,711,587,682,403,702
rc_000222,337,587,353,407,319,360
rc_000223,586,744,503,785,320,1775
rc_000224,354,703,337,551,340,427
rc_000225,469,629,383,588,291,485
rc_000226,446,669,488,602,305,479
rc_000227,911,1133,806,989,695,834
rc_000228,493,685,456,624,228,455
rc_000229,346,456,289,341,215,387
rc_000230,484,711,435,553,270,379
rc_000231,268,510,262,412,163,337
rc_000232,684,805,561,689,478,590
rc_000233,387,529,244,459,155,216
rc_000234,497,643,413,568,380,350
rc_000235,633,988,693,857,574,610
rc_000236,760,954,577,850,521,964
rc_000237,554,698,547,715,348,514
rc_000238,442,564,303,487,226,365
rc_000239,766,1041,633,791,411,715
rc_000240,448,705,369,537,246,456
rc_000242,282,519,312,391,313,284
rc_000243,649,826,514,767,440,596
rc_000244,410,595,349,409,204,517
rc_000245,442,597,432,585,410,464
rc_000246,587,740,507,696,455,862
rc_000247,584,722,438,591,340,460
rc_000248,885,1231,800,959,636,790
rc_000249,586,792,428,661,354,1106
rc_000250,306,322,191,275,174,185
rc_000251,368,522,344,552,190,535
rc_000252,281,496,261,416,447,329
rc_000253,552,788,485,613,398,430
rc_000254,844,1118,901,981,1063,799
rc_000255,683,795,528,646,372,566
rc_000256,366,566,363,503,237,468
rc_000257,577,796,480,621,390,1658
rc_000258,621,887,584,843,590,811
rc_000259,201,375,224,352,78,220
rc_000260,704,872,549,679,335,580
rc_000261,402,797,385,497,298,512
rc_000262,541,654,543,620,437,473
rc_000264,585,866,513,680,436,552
rc_000265,544,673,481,695,649,700
rc_000266,482,685,421,567,580,644
